nom_pkmn,nom_pkmn_us,num_pokedex,url_image,url_cri,type_1,type_2,taille_m,poids_kg,talent_1,talent_2,talent_cache,sexe,taux_de_capture,cycle_eclosion,groupe_oeuf_1,groupe_oeuf_2,points_effort,points_exp,exp_niv100,pv,attaque,attaque_speciale,defense,defense_speciale,vitesse
Coudlangue,Lickilicky,0463,/images/thumb/1/1d/Coudlangue-DP.png/250px-Coudlangue-DP.png,/images/b/b4/Cri_0463_HOME.ogg,Normal,,"1,7","140,0",Benêt,Tempo Perso,Ciel Gris,50 % femelle; 50 % mâle,30,20,Monstrueux,,+3 PV,193 exp.,1 000 000 exp.,110,85,95,95,95,50
Magnézone,Magnezone,0462,/images/thumb/b/b7/Magn%C3%A9zone-DP.png/250px-Magn%C3%A9zone-DP.png,/images/b/bc/Cri_0462_HOME.ogg,Électrik,Acier,"1,2","180,0",Magnépiège,Fermeté,Analyste,Asexué,30,20,Minéral,,+3 Att. Spé,211 exp.,1 000 000 exp.,70,70,115,115,90,60
Dimoret,Weavile,0461,/images/thumb/e/e7/Dimoret-DEPS.png/250px-Dimoret-DEPS.png,/images/9/9a/Cri_0461_HOME.ogg,Ténèbres,Glace,"1,1","34,0",Pression,,Pickpocket,50 % femelle; 50 % mâle,45,20,Terrestre,,+1 Att. ; +1 Vit.,199 exp.,1 059 860 exp.,70,120,65,65,85,125
Méga-Blizzaroi,Mega Abomasnow,0460,/images/thumb/b/ba/M%C3%A9ga-Blizzaroi-XY.png/250px-M%C3%A9ga-Blizzaroi-XY.png,/images/b/b7/Cri_0460_M%C3%A9ga_HOME.ogg,Plante,Glace,"2,7","185,0",Alerte Neige,,,50 % femelle; 50 % mâle,,,,,,,,90,132,105,105,105,30
Blizzaroi,Abomasnow,0460,/images/thumb/2/21/Blizzaroi-DEPS.png/250px-Blizzaroi-DEPS.png,/images/9/98/Cri_0460_HOME.ogg,Plante,Glace,"2,2","135,5",Alerte Neige,,Anti-Bruit,50 % femelle; 50 % mâle,60,20,Monstrueux,Végétal,+1 Att. ; +1 Att. Spé,214 exp.,1 250 000 exp.,90,92,75,75,85,60
Blizzi,Snover,0459,/images/thumb/6/66/Blizzi-DP.png/250px-Blizzi-DP.png,/images/7/7c/Cri_0459_HOME.ogg,Plante,Glace,"1,0","50,5",Alerte Neige,,Anti-Bruit,50 % femelle; 50 % mâle,120,20,Monstrueux,Végétal,+1 Att.,131 exp.,1 250 000 exp.,60,62,50,50,62,40
Babimanta,Mantyke,0458,/images/thumb/9/9b/Babimanta-DP.png/250px-Babimanta-DP.png,/images/3/34/Cri_0458_HOME.ogg,Eau,Vol,"1,0","65,0",Glissade,Absorbe-Eau,Ignifu-Voile,50 % femelle; 50 % mâle,25,25,Inconnu,,+1 Défense Spéciale,108 exp.,1 250 000 exp.,45,20,50,50,120,50
Luminéon,Lumineon,0457,/images/thumb/3/31/Lumin%C3%A9on-DP.png/250px-Lumin%C3%A9on-DP.png,/images/7/72/Cri_0457_HOME.ogg,Eau,,"1,2","24,0",Glissade,Lavabo,Ignifu-Voile,50 % femelle; 50 % mâle,75,20,Aquatique 2,,+2 Vit.,156 exp.,600 000 exp.,69,69,76,76,86,91
Écayon,Finneon,0456,/images/thumb/4/48/%C3%89cayon-DP.png/250px-%C3%89cayon-DP.png,/images/d/da/Cri_0456_HOME.ogg,Eau,,"0,4","7,0",Lavabo,Glissade,Ignifu-Voile,50 % femelle; 50 % mâle,190,20,Aquatique 2,,+1 Vit.,90 exp.,600 000 exp.,49,49,56,56,61,66
Vortente,Carnivine,0455,/images/thumb/a/aa/Vortente-DP.png/250px-Vortente-DP.png,/images/a/aa/Cri_0455_HOME.ogg,Plante,,"1,4","27,0",Lévitation,,,50 % femelle; 50 % mâle,200,25,Végétal,,+2 Att.,164 exp.,1 250 000 exp.,74,100,72,72,72,46
Coatox,Toxicroak,0454,/images/thumb/5/56/Coatox-DEPS.png/250px-Coatox-DEPS.png,/images/1/1a/Cri_0454_HOME.ogg,Poison,Combat,"1,3","44,4",Anticipation,Peau Sèche,Toxitouche,50 % femelle; 50 % mâle,75,20,Humanoïde,,+2 Att.,181 exp.,1 000 000 exp.,83,106,65,65,65,85
Cradopaud,Croagunk,0453,/images/thumb/6/62/Cradopaud-DP.png/250px-Cradopaud-DP.png,/images/c/cf/Cri_0453_HOME.ogg,Poison,Combat,"0,7","23,0",Anticipation,Peau Sèche,Toxitouche,50 % femelle; 50 % mâle,140,10,Humanoïde,,+1 Att.,83 exp.,1 000 000 exp.,48,61,40,40,40,50
Drascore,Drapion,0452,/images/thumb/b/b7/Drascore-DP.png/250px-Drascore-DP.png,/images/6/61/Cri_0452_HOME.ogg,Poison,Ténèbres,"1,3","61,5",Armurbaston,Sniper,Regard Vif,50 % femelle; 50 % mâle,45,20,Insectoïde,Aquatique 3,+2 Déf.,204 exp.,1 250 000 exp.,70,90,110,110,75,95
Rapion,Skorupi,0451,/images/thumb/2/2b/Rapion-DP.png/250px-Rapion-DP.png,/images/6/65/Cri_0451_HOME.ogg,Poison,Insecte,"0,8","12,0",Armurbaston,Sniper,Regard Vif,50 % femelle; 50 % mâle,120,20,Insectoïde,Aquatique 3,+1 Déf.,114 exp.,1 250 000 exp.,40,50,90,90,55,65
Hippodocus,Hippowdon,0450,/images/thumb/f/f0/Hippodocus-DP.png/250px-Hippodocus-DP.png,/images/d/dd/Cri_0450_HOME.ogg,Sol,,"2,0","300,0",Sable Volant,,Force Sable,50 % femelle; 50 % mâle,60,30,Terrestre,,+2 Déf.,198 exp.,1 250 000 exp.,108,112,118,118,72,47
Hippopotas,Hippopotas,0449,/images/thumb/8/8b/Hippopotas-DP.png/250px-Hippopotas-DP.png,/images/f/fd/Cri_0449_HOME.ogg,Sol,,"0,8","49,5",Sable Volant,,Force Sable,50 % femelle; 50 % mâle,140,30,Terrestre,,+1 Déf.,95 exp.,1 250 000 exp.,68,72,78,78,42,32
Méga-Lucario,Mega Lucario,0448,/images/thumb/a/ae/M%C3%A9ga-Lucario-XY.png/250px-M%C3%A9ga-Lucario-XY.png,/images/b/bf/Cri_0448_M%C3%A9ga_HOME.ogg,Combat,Acier,"1,3","57,5",Adaptabilité,,,12.5 % femelle; 87.5 % mâle,,,,,,,,70,145,88,88,70,112
Lucario,Lucario,0448,/images/thumb/7/7e/Lucario-DEPS.png/250px-Lucario-DEPS.png,/images/8/86/Cri_0448_HOME.ogg,Combat,Acier,"1,2","54,0",Attention,Impassible,Cœur Noble,12.5 % femelle; 87.5 % mâle,45,25,Terrestre,Humanoïde,+1 Att. ; +1 Att. Spé,184 exp. (204 (Quatrième génération)),1 059 860 exp.,70,110,70,70,70,90
Riolu,Riolu,0447,/images/thumb/0/03/Riolu-DEPS.png/250px-Riolu-DEPS.png,/images/f/f9/Cri_0447_HOME.ogg,Combat,,"0,7","20,2",Attention,Impassible,Farceur,12.5 % femelle; 87.5 % mâle,75,25,Inconnu,,+1 Att.,72 exp.,1 059 860 exp.,40,70,40,40,40,60
Goinfrex,Munchlax,0446,/images/thumb/9/9c/Goinfrex-DP.png/250px-Goinfrex-DP.png,/images/3/39/Cri_0446_HOME.ogg,Normal,,"0,6","105,0",Ramassage,Isograisse,Gloutonnerie,12.5 % femelle; 87.5 % mâle,50,40,Inconnu,,+1 PV,94 exp.,1 250 000 exp.,135,85,40,40,85,5
Méga-Carchacrok,Mega Garchomp,0445,/images/thumb/4/43/M%C3%A9ga-Carchacrok-XY.png/250px-M%C3%A9ga-Carchacrok-XY.png,/images/d/df/Cri_0445_M%C3%A9ga_HOME.ogg,Dragon,Sol,"1,9","95,0",Force Sable,,,50 % femelle; 50 % mâle,,,,,,,,108,170,115,115,95,92
Carchacrok,Garchomp,0445,/images/thumb/6/69/Carchacrok-DEPS.png/250px-Carchacrok-DEPS.png,/images/1/1c/Cri_0445_HOME.ogg,Dragon,Sol,"1,9","95,0",Voile Sable,,Peau Dure,50 % femelle; 50 % mâle,45,40,Draconique,Monstrueux,+3 Att.,218 exp.,1 250 000 exp.,108,130,95,95,85,102
Carmache,Gabite,0444,/images/thumb/4/42/Carmache-DP.png/250px-Carmache-DP.png,/images/b/bf/Cri_0444_HOME.ogg,Dragon,Sol,"1,4","56,0",Voile Sable,,Peau Dure,50 % femelle; 50 % mâle,45,40,Draconique,Monstrueux,+2 Att.,144 exp.,1 250 000 exp.,68,90,65,65,55,82
Griknot,Gible,0443,/images/thumb/4/4e/Griknot-DP.png/250px-Griknot-DP.png,/images/f/fd/Cri_0443_HOME.ogg,Dragon,Sol,"0,7","20,5",Voile Sable,,Peau Dure,50 % femelle; 50 % mâle,45,40,Draconique,Monstrueux,+1 Att.,67 exp.,1 250 000 exp.,58,70,45,45,45,42
Spiritomb,Spiritomb,0442,/images/thumb/3/36/Spiritomb-DP.png/250px-Spiritomb-DP.png,/images/d/d2/Cri_0442_HOME.ogg,Spectre,Ténèbres,"1,0","108,0",Pression,,Infiltration,50 % femelle; 50 % mâle,100,30,Amorphe,,+1 Déf. ; +1 Déf. Spé,168 exp.,1 000 000 exp.,50,92,108,108,108,35
Pijako,Chatot,0441,/images/thumb/4/40/Pijako-DP.png/250px-Pijako-DP.png,/images/d/d4/Cri_0441_HOME.ogg,Normal,Vol,"0,5","1,9",Regard Vif,Pieds Confus,Cœur de Coq,50 % femelle; 50 % mâle,30,20,Aérien,,+1 Att.,107 exp.,1 059 860 exp.,76,65,45,45,42,91
Ptiravi,Happiny,0440,/images/thumb/4/4f/Ptiravi-DP.png/250px-Ptiravi-DP.png,/images/d/d7/Cri_0440_HOME.ogg,Normal,,"0,6","24,4",Médic Nature,Sérénité,Garde-Ami,100 % femelle; 0 % mâle,130,40,Inconnu,,+1 PV,110 exp.,800 000 exp.,100,5,5,5,65,30
Mime Jr.,Mime Jr.,0439,/images/thumb/5/5c/Mime_Jr.-DP.png/250px-Mime_Jr.-DP.png,/images/d/d8/Cri_0439_HOME.ogg,Psy,Fée,"0,6","13,0",Anti-Bruit,Filtre,Technicien,50 % femelle; 50 % mâle,145,25,Inconnu,,+1 Déf. Spé,78 exp.,1 000 000 exp.,20,25,45,45,90,60
Manzaï,Bonsly,0438,/images/thumb/b/b2/Manza%C3%AF-DP.png/250px-Manza%C3%AF-DP.png,/images/6/69/Cri_0438_HOME.ogg,Roche,,"0,5","15,0",Fermeté,Tête de Roc,Phobique,50 % femelle; 50 % mâle,255,20,Inconnu,,+1 Déf.,68 exp.,1 000 000 exp.,50,80,95,95,45,10
Archéodong,Bronzong,0437,/images/thumb/8/88/Arch%C3%A9odong-DP.png/250px-Arch%C3%A9odong-DP.png,/images/1/19/Cri_0437_HOME.ogg,Acier,Psy,"1,3","187,0",Lévitation,Ignifugé,Heavy Metal,Asexué,90,20,Minéral,,+1 Déf. ; +1 Déf. Spé,188 exp.,1 000 000 exp.,67,89,116,116,116,33
Archéomire,Bronzor,0436,/images/thumb/3/3a/Arch%C3%A9omire-DP.png/250px-Arch%C3%A9omire-DP.png,/images/b/bc/Cri_0436_HOME.ogg,Acier,Psy,"0,5","60,5",Lévitation,Ignifugé,Heavy Metal,Asexué,255,20,Minéral,,+1 Déf.,72 exp.,1 000 000 exp.,57,24,86,86,86,23
Moufflair,Skuntank,0435,/images/thumb/8/88/Moufflair-DEPS.png/250px-Moufflair-DEPS.png,/images/b/bf/Cri_0435_HOME.ogg,Poison,Ténèbres,"1,0","38,0",Puanteur,Boom Final,Regard Vif,50 % femelle; 50 % mâle,60,20,Terrestre,,+2 PV,209 exp.,1 000 000 exp.,103,93,67,67,61,84
Moufouette,Stunky,0434,/images/thumb/9/9b/Moufouette-DP.png/250px-Moufouette-DP.png,/images/3/31/Cri_0434_HOME.ogg,Poison,Ténèbres,"0,4","19,2",Puanteur,Boom Final,Regard Vif,50 % femelle; 50 % mâle,225,20,Terrestre,,+1 Vit.,79 exp.,1 000 000 exp.,63,63,47,47,41,74
Korillon,Chingling,0433,/images/thumb/8/84/Korillon-DP.png/250px-Korillon-DP.png,/images/c/c5/Cri_0433_HOME.ogg,Psy,,"0,2","0,6",Lévitation,,,50 % femelle; 50 % mâle,120,25,Inconnu,,+1 Att. Spé,74 exp.,800 000 exp.,45,30,50,50,50,45
Chaffreux,Purugly,0432,/images/thumb/c/c4/Chaffreux-DEPS.png/250px-Chaffreux-DEPS.png,/images/6/6d/Cri_0432_HOME.ogg,Normal,,"1,0","43,8",Isograisse,Tempo Perso,Acharné,75 % femelle; 25 % mâle,75,20,Terrestre,,+2 Vit.,183 exp.,800 000 exp.,71,82,64,64,59,112
Chaglam,Glameow,0431,/images/thumb/b/b3/Chaglam-DP.png/250px-Chaglam-DP.png,/images/9/9e/Cri_0431_HOME.ogg,Normal,,"0,5","3,9",Échauffement,Tempo Perso,Regard Vif,75 % femelle; 25 % mâle,190,20,Terrestre,,+1 Vit.,71 exp.,800 000 exp.,49,55,42,42,37,85
Corboss,Honchkrow,0430,/images/thumb/4/40/Corboss-DP.png/250px-Corboss-DP.png,/images/c/c8/Cri_0430_HOME.ogg,Ténèbres,Vol,"0,9","27,3",Insomnia,Chanceux,Impudence,50 % femelle; 50 % mâle,30,20,Aérien,,+2 Att.,187 exp.,1 059 860 exp.,100,125,52,52,52,71
Magirêve,Mismagius,0429,/images/thumb/4/41/Magir%C3%AAve-DEPS.png/250px-Magir%C3%AAve-DEPS.png,/images/e/ed/Cri_0429_HOME.ogg,Spectre,,"0,9","4,4",Lévitation,,,50 % femelle; 50 % mâle,45,25,Amorphe,,+1 Att. Spé ; +1 Déf. Spé,187 exp.,800 000 exp.,60,60,60,60,105,105
Méga-Lockpin,Mega Lopunny,0428,/images/thumb/0/0c/M%C3%A9ga-Lockpin-ROSA.png/250px-M%C3%A9ga-Lockpin-ROSA.png,/images/3/3f/Cri_0428_M%C3%A9ga_HOME.ogg,Normal,Combat,"1,3","28,3",Querelleur,,,50 % femelle; 50 % mâle,,,,,,,,65,136,94,94,96,135
Lockpin,Lopunny,0428,/images/thumb/0/03/Lockpin-DP.png/250px-Lockpin-DP.png,/images/f/fc/Cri_0428_HOME.ogg,Normal,,"1,2","33,3",Joli Sourire,Maladresse,Échauffement,50 % femelle; 50 % mâle,60,20,Terrestre,Humanoïde,+2 Vit.,178 exp.,1 000 000 exp.,65,76,84,84,96,105
Laporeille,Buneary,0427,/images/thumb/c/cb/Laporeille-DP.png/250px-Laporeille-DP.png,/images/a/a9/Cri_0427_HOME.ogg,Normal,,"0,4","5,5",Fuite,Maladresse,Échauffement,50 % femelle; 50 % mâle,190,20,Terrestre,Humanoïde,+1 Vit.,84 exp.,1 000 000 exp.,55,66,44,44,56,85
Grodrive,Drifblim,0426,/images/thumb/e/e5/Grodrive-DP.png/250px-Grodrive-DP.png,/images/7/7e/Cri_0426_HOME.ogg,Spectre,Vol,"1,2","15,0",Boom Final,Délestage,Rage Brûlure,50 % femelle; 50 % mâle,60,30,Amorphe,,+2 PV,204 exp.,1 640 000 exp.,150,80,44,44,54,80
Baudrive,Drifloon,0425,/images/thumb/d/d7/Baudrive-DP.png/250px-Baudrive-DP.png,/images/8/84/Cri_0425_HOME.ogg,Spectre,Vol,"0,4","1,2",Boom Final,Délestage,Rage Brûlure,50 % femelle; 50 % mâle,125,30,Amorphe,,+1 PV,127 exp.,1 640 000 exp.,90,50,34,34,44,70
Capidextre,Ambipom,0424,/images/thumb/1/1a/Capidextre-DP.png/250px-Capidextre-DP.png,/images/2/21/Cri_0424_HOME.ogg,Normal,,"1,2","20,3",Technicien,Ramassage,Multi-Coups,50 % femelle; 50 % mâle,45,20,Terrestre,,+2 Vit.,186 exp.,800 000 exp.,75,100,66,66,66,115
Tritosor,Gastrodon,0423,/images/thumb/7/7e/Tritosor_%28Mer_Occident%29-DP.png/250px-Tritosor_%28Mer_Occident%29-DP.png,/images/3/3d/Cri_0423_HOME.ogg,Eau,Sol,"0,9","29,9",Glu,Lavabo,Force Sable,50 % femelle; 50 % mâle,75,20,Aquatique 1,Amorphe,+2 PV,176 exp.,1 000 000 exp.,111,83,68,68,82,39
Sancoki,Shellos,0422,/images/thumb/6/6a/Sancoki_%28Mer_Occident%29-DP.png/250px-Sancoki_%28Mer_Occident%29-DP.png,/images/9/90/Cri_0422_HOME.ogg,Eau,,"0,3","6,3",Glu,Lavabo,Force Sable,50 % femelle; 50 % mâle,190,20,Aquatique 1,Amorphe,+1 PV,73 exp.,1 000 000 exp.,76,48,48,48,62,34
Ceriflor,Cherrim,0421,/images/thumb/9/9d/Ceriflor_%28Temps_Couvert%29-DP.png/250px-Ceriflor_%28Temps_Couvert%29-DP.png,/images/b/bc/Cri_0421_HOME.ogg,Plante,,"0,5","9,3",Don Floral,,,50 % femelle; 50 % mâle,75,20,Féerique,Végétal,+2 Att. Spé,133 exp.,1 000 000 exp.,70,60,70,70,78,85
Ceribou,Cherubi,0420,/images/thumb/e/e2/Ceribou-DP.png/250px-Ceribou-DP.png,/images/7/7f/Cri_0420_HOME.ogg,Plante,,"0,4","3,3",Chlorophylle,,,50 % femelle; 50 % mâle,190,20,Féerique,Végétal,+1 Att. Spé,68 exp.,1 000 000 exp.,45,35,45,45,53,35
Mustéflott,Floatzel,0419,/images/thumb/e/e1/Must%C3%A9flott-DEPS.png/250px-Must%C3%A9flott-DEPS.png,/images/6/6f/Cri_0419_HOME.ogg,Eau,,"1,1","33,5",Glissade,,Ignifu-Voile,50 % femelle; 50 % mâle,75,20,Aquatique 1,Terrestre,+2 Vit.,178 exp.,1 000 000 exp.,85,105,55,55,50,115
Mustébouée,Buizel,0418,/images/thumb/f/f0/Must%C3%A9bou%C3%A9e-DEPS.png/250px-Must%C3%A9bou%C3%A9e-DEPS.png,/images/b/bc/Cri_0418_HOME.ogg,Eau,,"0,7","29,5",Glissade,,Ignifu-Voile,50 % femelle; 50 % mâle,190,20,Aquatique 1,Terrestre,+1 Vit.,75 exp.,1 000 000 exp.,55,65,35,35,30,85
Pachirisu,Pachirisu,0417,/images/thumb/7/7c/Pachirisu-DEPS.png/250px-Pachirisu-DEPS.png,/images/3/37/Cri_0417_HOME.ogg,Électrik,,"0,4","3,9",Fuite,Ramassage,Absorbe-Volt,50 % femelle; 50 % mâle,200,10,Féerique,Terrestre,+1 Vit.,120 exp.,1 000 000 exp.,60,45,70,70,90,95
Apireine,Vespiquen,0416,/images/thumb/4/42/Apireine-DP.png/250px-Apireine-DP.png,/images/b/bf/Cri_0416_HOME.ogg,Insecte,Vol,"1,2","38,5",Pression,,Tension,100 % femelle; 0 % mâle,45,15,Insectoïde,,+1 Déf. ; +1 Déf. Spé,188 exp.,1 059 860 exp.,70,80,102,102,102,40
Apitrini,Combee,0415,/images/thumb/c/ce/Apitrini-DP.png/250px-Apitrini-DP.png,/images/c/cb/Cri_0415_HOME.ogg,Insecte,Vol,"0,3","5,5",Cherche Miel,,Agitation,12.5 % femelle; 87.5 % mâle,120,15,Insectoïde,,+1 Vit.,63 exp.,1 059 860 exp.,30,30,42,42,42,70
Papilord,Mothim,0414,/images/thumb/b/bc/Papilord-DP.png/250px-Papilord-DP.png,/images/7/73/Cri_0414_HOME.ogg,Insecte,Vol,"0,9","23,3",Essaim,,Lentiteintée,0 % femelle; 100 % mâle,45,15,Insectoïde,,+1 Att. ; +1 Att. Spé,159 exp.,1 000 000 exp.,70,94,50,50,50,66
Cheniselle,Wormadam,0413,/images/thumb/8/82/Cheniselle_%28Cape_Sable%29-DP.png/250px-Cheniselle_%28Cape_Sable%29-DP.png,/images/4/4a/Cri_0413_HOME.ogg,Corps,,"0,5","6,5",Anticipation,,Envelocape,100 % femelle; 0 % mâle,45,15,Insectoïde,,+2 Déf. Spé,159 exp.,1 000 000 exp.,60,59,85,85,105,36
Cheniti,Burmy,0412,/images/thumb/9/90/Cheniti_%28Cape_Plante%29-DP.png/250px-Cheniti_%28Cape_Plante%29-DP.png,/images/3/39/Cri_0412_HOME.ogg,Insecte,,"0,2","3,4",Mue,,Envelocape,50 % femelle; 50 % mâle,120,15,Insectoïde,,+1 Déf. Spé,61 exp.,1 000 000 exp.,40,29,45,45,45,36
Bastiodon,Bastiodon,0411,/images/thumb/2/2c/Bastiodon-DEPS.png/250px-Bastiodon-DEPS.png,/images/1/13/Cri_0411_HOME.ogg,Roche,Acier,"1,3","149,5",Fermeté,,Anti-Bruit,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+2 Déf.,199 exp.,600 000 exp.,60,52,168,168,138,30
Dinoclier,Shieldon,0410,/images/thumb/c/c0/Dinoclier-DP.png/250px-Dinoclier-DP.png,/images/b/b7/Cri_0410_HOME.ogg,Roche,Acier,"0,5","57,0",Fermeté,,Anti-Bruit,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+1 Déf.,99 exp.,600 000 exp.,30,42,118,118,88,30
Charkos,Rampardos,0409,/images/thumb/c/c5/Charkos-DP.png/250px-Charkos-DP.png,/images/d/df/Cri_0409_HOME.ogg,Roche,,"1,6","102,5",Brise Moule,,Sans Limite,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+2 Att.,199 exp.,600 000 exp.,97,165,60,60,50,58
Kranidos,Cranidos,0408,/images/thumb/1/1c/Kranidos-DEPS.png/250px-Kranidos-DEPS.png,/images/1/16/Cri_0408_HOME.ogg,Roche,,"0,9","31,5",Brise Moule,,Sans Limite,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+1 Att.,99 exp.,600 000 exp.,67,125,40,40,30,58
Roserade,Roserade,0407,/images/thumb/e/e6/Roserade-DEPS.png/250px-Roserade-DEPS.png,/images/b/b9/Cri_0407_HOME.ogg,Plante,Poison,"0,9","14,5",Médic Nature,Point Poison,Technicien,50 % femelle; 50 % mâle,75,20,Féerique,Végétal,+3 Att. Spé,204 exp.,1 059 860 exp.,60,70,65,65,105,90
Rozbouton,Budew,0406,/images/thumb/6/68/Rozbouton-DP.png/250px-Rozbouton-DP.png,/images/b/bd/Cri_0406_HOME.ogg,Plante,Poison,"0,2","1,2",Médic Nature,Point Poison,Feuille Garde,50 % femelle; 50 % mâle,255,20,Inconnu,,+1 Att. Spé,68 exp.,1 059 860 exp.,40,30,35,35,70,55
Luxray,Luxray,0405,/images/thumb/b/bf/Luxray-DEPS.png/250px-Luxray-DEPS.png,/images/9/90/Cri_0405_HOME.ogg,Électrik,,"1,4","42,0",Intimidation,Rivalité,Cran,50 % femelle; 50 % mâle,45,20,Terrestre,,+3 Att.,194 exp.,1 059 860 exp.,80,120,79,79,79,70
Luxio,Luxio,0404,/images/thumb/b/b6/Luxio-DP.png/250px-Luxio-DP.png,/images/a/aa/Cri_0404_HOME.ogg,Électrik,,"0,9","30,5",Intimidation,Rivalité,Cran,50 % femelle; 50 % mâle,120,20,Terrestre,,+2 Att.,117 exp.,1 059 860 exp.,60,85,49,49,49,60
Lixy,Shinx,0403,/images/thumb/8/8d/Lixy-DEPS.png/250px-Lixy-DEPS.png,/images/1/1d/Cri_0403_HOME.ogg,Électrik,,"0,5","9,5",Intimidation,Rivalité,Cran,50 % femelle; 50 % mâle,235,20,Terrestre,,+1 Att.,60 exp.,1 059 860 exp.,45,65,34,34,34,45
Mélokrik,Kricketune,0402,/images/thumb/0/04/M%C3%A9lokrik-DP.png/250px-M%C3%A9lokrik-DP.png,/images/9/91/Cri_0402_HOME.ogg,Insecte,,"1,0","25,5",Essaim,,Technicien,50 % femelle; 50 % mâle,45,15,Insectoïde,,+2 Att.,159 exp.,1 059 860 exp.,77,85,51,51,51,65
Crikzik,Kricketot,0401,/images/thumb/f/f0/Crikzik-DP.png/250px-Crikzik-DP.png,/images/0/0b/Cri_0401_HOME.ogg,Insecte,,"0,3","2,2",Mue,,Fuite,50 % femelle; 50 % mâle,255,15,Insectoïde,,+1 Déf.,54 exp.,1 059 860 exp.,37,25,41,41,41,25
Castorno,Bibarel,0400,/images/thumb/d/d9/Castorno-DP.png/250px-Castorno-DP.png,/images/2/25/Cri_0400_HOME.ogg,Normal,Eau,"1,0","31,5",Simple,Inconscient,Lunatique,50 % femelle; 50 % mâle,127,15,Aquatique 1,Terrestre,+2 Att.,116 exp.,1 000 000 exp.,79,85,60,60,60,71
Keunotor,Bidoof,0399,/images/thumb/1/12/Keunotor-DEPS.png/250px-Keunotor-DEPS.png,/images/f/fe/Cri_0399_HOME.ogg,Normal,,"0,5","20,0",Simple,Inconscient,Lunatique,50 % femelle; 50 % mâle,255,15,Aquatique 1,Terrestre,+1 PV,58 exp.,1 000 000 exp.,59,45,40,40,40,31
Étouraptor,Staraptor,0398,/images/thumb/8/89/%C3%89touraptor-DP.png/250px-%C3%89touraptor-DP.png,/images/0/06/Cri_0398_HOME.ogg,Normal,Vol,"1,2","24,9",Intimidation,,Téméraire,50 % femelle; 50 % mâle,45,15,Aérien,,+3 Att.,172 exp.,1 059 860 exp.,85,120,70,70,60,100
Étourvol,Staravia,0397,/images/thumb/9/9f/%C3%89tourvol-DEPS.png/250px-%C3%89tourvol-DEPS.png,/images/c/c9/Cri_0397_HOME.ogg,Normal,Vol,"0,6","15,5",Intimidation,,Téméraire,50 % femelle; 50 % mâle,120,15,Aérien,,+2 Vit.,113 exp.,1 059 860 exp.,55,75,50,50,40,80
Étourmi,Starly,0396,/images/thumb/6/64/%C3%89tourmi-DEPS.png/250px-%C3%89tourmi-DEPS.png,/images/4/4a/Cri_0396_HOME.ogg,Normal,Vol,"0,3","2,0",Regard Vif,,Téméraire,50 % femelle; 50 % mâle,255,15,Aérien,,+1 Vit.,56 exp.,1 059 860 exp.,40,55,30,30,30,60
Pingoléon,Empoleon,0395,/images/thumb/1/14/Pingol%C3%A9on-DEPS.png/250px-Pingol%C3%A9on-DEPS.png,/images/9/95/Cri_0395_HOME.ogg,Eau,Acier,"1,7","84,5",,,,12.5 % femelle; 87.5 % mâle,45,20,Aquatique 1,Terrestre,+3 Att. Spé,210 exp.,1 059 860 exp.,84,86,88,88,101,60
Prinplouf,Prinplup,0394,/images/thumb/c/c5/Prinplouf-DEPS.png/250px-Prinplouf-DEPS.png,/images/2/27/Cri_0394_HOME.ogg,Eau,,"0,8","23,0",,,,12.5 % femelle; 87.5 % mâle,45,20,Aquatique 1,Terrestre,+2 Att. Spé,143 exp.,1 059 860 exp.,64,66,68,68,76,50
Tiplouf,Piplup,0393,/images/thumb/c/c2/Tiplouf-DEPS.png/250px-Tiplouf-DEPS.png,/images/8/84/Cri_0393_HOME.ogg,Eau,,"0,4","5,2",,,,12.5 % femelle; 87.5 % mâle,45,20,Aquatique 1,Terrestre,+1 Att. Spé,66 exp.,1 059 860 exp.,53,51,53,53,56,40
Simiabraz,Infernape,0392,/images/thumb/4/4b/Simiabraz-DEPS.png/250px-Simiabraz-DEPS.png,/images/1/15/Cri_0392_HOME.ogg,Feu,Combat,"1,2","55,0",Brasier,,Poing de Fer,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Humanoïde,+1 Att. ; +1 Att. Spé ; +1 Vit.,209 exp.,1 059 860 exp.,76,104,71,71,71,108
Chimpenfeu,Monferno,0391,/images/thumb/2/2b/Chimpenfeu-DEPS.png/250px-Chimpenfeu-DEPS.png,/images/d/de/Cri_0391_HOME.ogg,Feu,Combat,"0,9","22,0",Brasier,,Poing de Fer,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Humanoïde,+1 Att. Spé ; +1 Vit.,142 exp.,1 059 860 exp.,64,78,52,52,52,81
Ouisticram,Chimchar,0390,/images/thumb/7/76/Ouisticram-DEPS.png/250px-Ouisticram-DEPS.png,/images/d/d4/Cri_0390_HOME.ogg,Feu,,"0,5","6,2",Brasier,,Poing de Fer,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Humanoïde,+1 Vit.,65 exp.,1 059 860 exp.,44,58,44,44,44,61
